latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,confidence_score,is_daytime,hotspot_strength,event_date,brightness,hotspot_score,recent_fire_score,temp_c,humidity,wind_kph,seasonal_dryness,month,day_of_year,fire_occurred,fire_intensity_score
8.764173949415031,78.05317861615514,330.34,0.43817666826817353,0.459549086950473,2026-05-01,0752,N,VIIRS,n,2.0NRT,293.17,2.662608089955106,D,0.65,1,29.663499999999996,2026-04-14,339.57454997915573,0.10030576402755656,0.1678857447670285,36.78746808336371,49.653865742747044,13.407231894158263,1.0,4,104,1,0.345503317242509
8.982280534864223,77.32740339972118,337.62,0.49363588552038756,0.48414936830471017,2026-05-01,0752,N,VIIRS,n,2.0NRT,296.54,5.091852246135705,D,0.65,1,33.043,2026-05-12,340.8372461185546,0.1095016914430808,0.11142608905887676,36.784082868771804,52.50380657555282,15.913430779355977,1.0,5,132,1,0.3327035878670494
9.1770283579083,77.74236556140728,338.4,0.45613837539484997,0.4696846288649813,2026-05-01,0752,N,VIIRS,n,2.0NRT,302.33,8.24658089757822,D,0.65,1,33.894999999999996,2026-05-07,343.8061452366751,0.18077689190396148,0.16142658141459446,38.099744842758334,45.52086812467632,13.782021999438484,1.0,5,127,1,0.379777575781161
9.376530175808698,78.7286942373022,330.19,0.3827516996984282,0.4121169593859459,2026-05-01,0752,N,VIIRS,n,2.0NRT,297.21,1.157934457161299,D,0.65,1,28.275999999999996,2026-04-28,342.03529355975087,0.2265984835572369,0.250111538878968,37.98539388638111,49.41946016950704,14.165505695219862,1.0,4,118,1,0.427002779264447
9.330319092610104,78.1023421938707,332.83,0.40509547069593205,0.4384650354325071,2026-05-01,0752,N,VIIRS,n,2.0NRT,297.55,3.060361561456548,D,0.65,1,29.451999999999998,2026-04-28,328.5644558156497,0.2459273512294021,0.30939525272745877,36.006928855982,43.03613198921884,10.840000353256137,1.0,4,118,1,0.4534858838714686
9.554403014854989,78.71342844636487,335.6,0.39694892923520764,0.4447743005447893,2026-05-01,0752,N,VIIRS,n,2.0NRT,296.94,2.537983569343937,D,0.65,1,30.047500000000003,2026-05-16,331.24599740296463,0.27932780859357964,0.28447268117325547,36.93818252165435,43.66506752766158,13.289928219906917,1.0,5,136,1,0.4610393182190875
9.552493914199504,77.82637522144272,340.25,0.4312590758306476,0.46632908022200914,2026-05-01,0752,N,VIIRS,n,2.0NRT,299.18,6.101788201063601,D,0.65,1,34.0525,2026-04-14,335.23557947815834,0.28670797489426836,0.2485798078724428,36.856037300404566,44.053529533143234,12.540208800021471,1.0,4,104,1,0.45359253106415365
9.868978550622966,78.4519850939506,341.56,0.4031206886323017,0.44656255820590807,2026-05-01,0752,N,VIIRS,n,2.0NRT,290.93,5.849837330439809,D,0.65,1,32.2315,2026-05-09,348.2107870183066,0.37566728149736256,0.3666897874211364,37.673705795749235,41.73608143641305,11.624960426970787,1.0,5,129,1,0.5290572129001541
9.898520042414132,78.33666921650311,346.49,0.4079910377835627,0.4474889432354596,2026-05-01,0752,N,VIIRS,n,2.0NRT,289.41,3.821786462855128,D,0.65,1,32.971000000000004,2026-04-19,348.2628154084515,0.40672263002480424,0.447446505527342,37.24411672181778,47.48414485616842,11.769405014995671,1.0,4,109,1,0.5672591351693645
10.043275891786408,78.3207517657716,332.3,0.41611855936505765,0.4618306358567788,2026-05-01,0752,N,VIIRS,n,2.0NRT,292.46,2.8600140886380654,D,0.65,1,29.837500000000002,2026-04-14,341.0924203950361,0.36194298660525176,0.44327131963542277,36.116685341341395,39.825790184820185,12.274872752966683,1.0,4,104,1,0.5458557398629902
